cmn,yue,count
的城市,嘅城市,1
世界上,世界上,2
界上有,界上有,2
上有超,上有超,2
有超过,有超过,2
超过八,超过八,2
过八十,过八十,2
八十万,八十万,2
十万的,十万人,1
万的-,万人讲,1
的-巴,人讲巴,1
-巴斯,讲巴斯,1
巴斯克,巴斯克,2
斯克语,斯克文,2
克语使,克文-,1
语使用,文--,1
使用者,---,1
十万的,十万-,1
万的人,万-人,1
的人说,-人讲,1
人说巴,人讲巴,1
说巴斯,讲巴斯,1
你们比,你-高,1
们比-,-高过,1
比-我,高过我,1
-我还,过我-,1
我还高,我--,1
你好吗,你点呀,1
你们怎,你--,1
们怎么,--点,1
怎么就,-点解,1
么就是,点解-,1
就是没,解-唔,1
是没相,-唔-,1
没相信,唔-信,1
相信我,-信我,1
信我呢,信我呀,1
-他父,佢阿爸,1
他父-,阿爸阿,1
-母对,阿妈对,1
母对他,妈对佢,1
对他怀,对佢期,1
他怀有,佢期望,1
怀有过,期望过,1
有过高,望过高,1
过高的,过高-,1
高的期,高--,1
的期望,---,1
别-倚,唔好挨,1
-倚-,好挨埋,1
倚-着,挨埋埲,1
-着墙,埋埲墙,1
着墙-,埲墙度,1
