wen,yue,count
那能妆,先好-,1
滚远哩,躝开啦,1
渠个母,佢嘅母,1
个母语,嘅母语,1
母语是,母语系,1
语是法,语系法,1
是法语,系法文,1
恰是搭,---,1
是搭拉,--拉,1
搭拉-,-拉紧,1
拉-小,拉紧小,1
-小提,紧小提,1
小提琴,小提琴,1
提琴-,提琴嗰,1
琴-个,琴嗰个,1
-个许,嗰个人,1
个许-,个人系,1
许-个,人系边,1
-个男,系边-,1
个男个,边-个,1
男个是,-个-,1
个是乜,个-嚟,1
是乜人,-嚟-,1
--每,啲人个,1
-每个,人个个,1
每个人,个个都,1
个人沃,个都-,1
人沃讲,都-话,1
沃讲我,-话我,1
讲我眙,话我-,1
我眙着,我-同,1
眙着伉,-同-,1
着伉我,同-我,1
伉我爸,-我老,1
我爸-,我老豆,1
爸-相,老豆好,1
-相像,豆好似,1
相像-,好似样,1
我是得,我喺度,1
是得-,喺度帮,1
得-浇,度帮紧,1
-浇-,帮紧啲,1
浇-花,紧啲花,1
-花-,啲花淋,1
花--,花淋水,1
静一厘,静D啦,1
我否是,我唔系,1
否是魔,唔系魔,1
是魔法,系魔术,1
魔法师,魔术师,1
你-到,搞咩呀,1
-到底,咩呀-,1
到底訾,呀--,1
底訾那,--你,1
訾那爻,-你-,1
若本书,边本书,1
本书是,本书系,1
书是你,书系你,1
是你个,系你㗎,1
覅狡-,梦玩条,1
狡-锁,玩条锁,1
-锁匙,条锁匙,1
锁匙-,锁匙啦,1
居只老,-只老,1
只老鼠,只老鼠,1
老鼠是,老鼠生,1
鼠是-,鼠生定,1
是-死,生定死,1
-死个,定死-,1
死个还,死--,1
个还是,---,1
还是活,---,1
是活个,--架,1
你厘好,你-点,1
厘好啊,-点呀,1
好啊伐,点呀-,2
我厘学,我哋学,1
厘学习,哋学-,1
学习汉,学-中,1
习汉语,-中文,1
悉尼伉,-雪梨,1
尼伉居,雪梨离,1
伉居宕,梨离-,1
居宕死,离-呢,1
宕死人,-呢度,1
死人-,呢度好,1
人-远,度好远,1
悉尼是,悉尼系,1
尼是澳,尼系澳,1
是澳大,系澳-,1
澳大利,澳--,1
大利亚,--洲,1
利亚最,-洲最,1
亚最大,洲最大,1
最大个,最大嘅,1
大个城,大嘅城,1
个城市,嘅城市,1
世界上,世界上,2
界上有,界上有,2
上有超,上有超,2
有超过,有超过,2
超过八,超过八,2
过八十,过八十,2
八十万,八十万,2
十万个,十万-,2
万个人,万-人,2
个人用,-人讲,1
人用巴,人讲巴,1
用巴斯,讲巴斯,1
巴斯克,巴斯克,2
斯克话,斯克文,2
个人讲,-人讲,1
人讲巴,人讲巴,1
讲巴斯,讲巴斯,1
你厘比,你高过,1
厘比我,高过我,1
我还高,我--,1
还高哩,---,1
你好啊,你点呀,1
你厘訾,你--,1
厘訾那,--点,1
訾那就,-点解,1
那就冇,点解唔,1
就冇相,解唔-,1
冇相信,唔-信,1
相信我,-信我,1
信我呢,信我呀,1
渠个爸,佢阿爸,1
个爸-,阿爸阿,1
-妈对,阿妈对,1
妈对渠,妈对佢,1
对渠期,对佢期,1
渠期望,佢期望,1
期望忒,期望过,1
望忒高,望过高,1
覅-靠,唔好挨,1
-靠-,好挨埋,1
靠--,挨埋埲,1
--墙,埋埲墙,1
-墙上,埲墙度,1
墙上赖,墙度-,1
